Wall time,Step,Value
1557908160.0301526,17,0.0364583320915699
1557908171.4336512,34,0.056795634329319
1557908182.8223195,51,0.0602678582072258
1557908194.2695093,68,0.1908482164144516
1557908205.8367102,85,0.2082093209028244
1557908217.2342126,102,0.3235366940498352
1557908228.6822255,119,0.36408731341362
1557908240.0973132,136,0.3697916567325592
1557908251.457622,153,0.4360119104385376
1557908262.9630098,170,0.4270833432674408
1557908274.3153386,187,0.3588789701461792
1557908285.9176164,204,0.4910714328289032
1557908297.468319,221,0.39372518658638
1557908308.966432,238,0.459077388048172
1557908320.3796835,255,0.4329116940498352
1557908331.8175426,272,0.3278769850730896
1557908343.3667042,289,0.4816468358039856
1557908354.8716645,306,0.4995039701461792
1557908366.2715857,323,0.5101686716079712
1557908377.6342063,340,0.4722222089767456
1557908389.1326027,357,0.5615079402923584
1557908400.6102834,374,0.5379464030265808
1557908412.14509,391,0.5499752163887024
1557908423.766089,408,0.5166170597076416
1557908435.2066383,425,0.5874255895614624
1557908446.7543085,442,0.5437747836112976
1557908458.356575,459,0.5892857313156128
1557908469.782612,476,0.5560516119003296
1557908481.1827133,493,0.5426587462425232
1557908492.6029284,510,0.5766369104385376
1557908504.1001968,527,0.604414701461792
1557908515.5230775,544,0.5922619104385376
1557908527.161577,561,0.5944940447807312
1557908538.6665552,578,0.5812252163887024
1557908550.2826862,595,0.5689483880996704
1557908561.8309608,612,0.6183035969734192
1557908573.284811,629,0.6145833134651184
1557908584.7178338,646,0.6190476417541504
1557908596.211785,663,0.6222718358039856
1557908607.8464108,680,0.6283482313156128
1557908619.4141161,697,0.6071428656578064
1557908630.9077618,714,0.58754962682724
1557908642.3139606,731,0.5860615372657776
1557908653.7302036,748,0.620907723903656
1557908665.152354,765,0.6083829402923584
1557908676.6224294,782,0.6149553656578064
1557908688.1529944,799,0.6054067611694336
1557908699.6228507,816,0.6457093358039856
1557908711.155212,833,0.6355406641960144
1557908722.5535133,850,0.6268601417541504
1557908734.209219,867,0.5885416865348816
1557908745.722479,884,0.5766369104385376
1557908757.4555194,901,0.6098710298538208
1557908769.0713215,918,0.6350446343421936
1557908780.6128733,935,0.6351686716079712
1557908792.2191503,952,0.6240079402923584
1557908803.6877072,969,0.6302083134651184
1557908815.071692,986,0.629092276096344
1557908826.4515357,1003,0.6181795597076416
