Wall time,Step,Value
1557916096.4980953,64,0.19609375298023224
1557916286.8612201,128,0.4131835997104645
1557916477.2064354,192,0.41943359375
1557916667.4691837,256,0.51708984375
1557916857.8055038,320,0.555468738079071
1557917048.114137,384,0.5487304925918579
1557917238.57533,448,0.573925793170929
1557917428.9373431,512,0.5384765863418579
1557917619.237342,576,0.6146484613418579
1557917809.57108,640,0.6216796636581421
1557917999.999752,704,0.6988281011581421
1557918190.4968033,768,0.701171875
1557918380.9736514,832,0.719531238079071
1557918571.3249273,896,0.6473633050918579
1557918761.6614618,960,0.6396484375
1557918952.0822322,1024,0.666699230670929
1557919142.4220295,1088,0.67041015625
1557919332.8078694,1152,0.6371093988418579
1557919523.2272012,1216,0.767871081829071
1557919713.6372118,1280,0.728808581829071
1557919903.9656556,1344,0.7535156011581421
1557920094.2015913,1408,0.73876953125
1557920284.5198727,1472,0.78173828125
1557920474.9146543,1536,0.7745116949081421
1557920665.2560105,1600,0.72509765625
1557920855.6994905,1664,0.64013671875
1557921045.986209,1728,0.6982421875
1557921236.528267,1792,0.774609386920929
1557921426.8546414,1856,0.7666015625
1557921617.3323312,1920,0.760937511920929
1557921807.7470202,1984,0.78955078125
1557921998.296175,2048,0.7401367425918579
1557922188.8692112,2112,0.78466796875
1557922379.37299,2176,0.75537109375
1557922569.769578,2240,0.7529296875
1557922760.4030974,2304,0.7850586175918579
1557922950.8256853,2368,0.781933605670929
1557923141.450414,2432,0.795214831829071
1557923331.9360635,2496,0.800000011920929
1557923522.3367665,2560,0.6952148675918579
1557923712.8479135,2624,0.784960925579071
1557923903.4878843,2688,0.7938476800918579
1557924093.931408,2752,0.764843761920929
1557924284.4651637,2816,0.7808593511581421
1557924474.9945195,2880,0.8075195550918579
1557924665.3974657,2944,0.785839855670929
1557924855.9524045,3008,0.809863269329071
1557925046.3149965,3072,0.807324230670929
1557925236.6736958,3136,0.808886706829071
1557925427.1756442,3200,0.7842773199081421
1557925617.5354836,3264,0.810742199420929
1557925807.8316567,3328,0.7982422113418579
1557925998.294593,3392,0.7955077886581421
1557926188.6923091,3456,0.804980456829071
1557926379.1020536,3520,0.812695324420929
1557926569.709915,3584,0.806933581829071
1557926760.1512809,3648,0.8060547113418579
1557926950.7118385,3712,0.783886730670929
1557927141.2963274,3776,0.79541015625
1557927331.918859,3840,0.7867187261581421
1557927522.2382948,3904,0.800000011920929
1557927712.5295439,3968,0.7962890863418579
1557927902.840017,4032,0.806933581829071
1557928093.2706504,4096,0.7665039300918579
1557928283.5298567,4160,0.82275390625
1557928474.09267,4224,0.80810546875
1557928664.447046,4288,0.796191394329071
1557928854.7640836,4352,0.798144519329071
1557929045.2662685,4416,0.783886730670929
1557929235.574562,4480,0.820019543170929
1557929426.084201,4544,0.82763671875
1557929616.3785787,4608,0.794238269329071
1557929806.7952256,4672,0.7886718511581421
1557929997.2247224,4736,0.7979491949081421
1557930187.578371,4800,0.801953136920929
1557930377.7450447,4864,0.80078125
1557930568.1967964,4928,0.812304675579071
1557930758.7433705,4992,0.819628894329071
1557930949.078242,5056,0.802929699420929
1557931139.4508057,5120,0.8046875
1557931330.0025218,5184,0.7906249761581421
1557931520.379831,5248,0.8158203363418579
1557931710.6663508,5312,0.8084961175918579
1557931901.0855849,5376,0.7997070550918579
1557932091.5754378,5440,0.808886706829071
1557932282.0173955,5504,0.798046886920929
1557932472.307092,5568,0.7935546636581421
1557932662.9528015,5632,0.7925781011581421
1557932853.3758934,5696,0.805859386920929
1557933043.7735078,5760,0.8003906011581421
1557933234.2900596,5824,0.7906249761581421
1557933424.6233373,5888,0.8013671636581421
1557933615.016495,5952,0.8003906011581421
1557933805.336267,6016,0.816210925579071
1557933995.8721626,6080,0.80322265625
1557934186.1869195,6144,0.8082031011581421
1557934376.7011209,6208,0.8143554925918579
1557934567.1740515,6272,0.814257800579071
1557934757.4366348,6336,0.82080078125
1557934947.893138,6400,0.81982421875
1557935138.4480197,6464,0.755859375
1557935328.7181785,6528,0.769824206829071
1557935519.1375425,6592,0.7681640386581421
1557935709.5112917,6656,0.748242199420929
1557935899.987635,6720,0.785449206829071
1557936090.6056178,6784,0.8055664300918579
1557936281.0652573,6848,0.791308581829071
1557936471.579672,6912,0.8109375238418579
1557936662.2202218,6976,0.814453125
1557936852.6626596,7040,0.807421863079071
1557937043.2254233,7104,0.8096679449081421
1557937233.714258,7168,0.821972668170929
1557937424.2018118,7232,0.8138672113418579
1557937614.7915702,7296,0.7782226800918579
1557937805.3950589,7360,0.7992187738418579
1557937996.002851,7424,0.808398425579071
1557938186.4947252,7488,0.81787109375
1557938377.0768933,7552,0.8114258050918579
1557938567.5023546,7616,0.8091796636581421
1557938757.9790905,7680,0.798535168170929
1557938948.5271835,7744,0.804882824420929
1557939139.002267,7808,0.8091796636581421
1557939329.4523654,7872,0.820996105670929
1557939519.8679886,7936,0.8248046636581421
1557939710.3560162,8000,0.812304675579071
1557939900.7357779,8064,0.8179687261581421
1557940091.1569743,8128,0.817089855670929
1557940281.711738,8192,0.816601574420929
1557940472.1613605,8256,0.814746081829071
1557940662.6149356,8320,0.818164050579071
1557940852.986567,8384,0.8187500238418579
1557941043.506218,8448,0.823046863079071
1557941234.0449805,8512,0.821582019329071
1557941424.4696467,8576,0.818554699420929
1557941614.9642372,8640,0.8153320550918579
1557941805.5071008,8704,0.8271484375
1557941996.0955017,8768,0.82470703125
1557942186.7142692,8832,0.798535168170929
1557942377.3775933,8896,0.793652355670929
1557942567.7687225,8960,0.8096679449081421
1557942758.1193874,9024,0.8080078363418579
1557942948.702154,9088,0.810253918170929
1557943139.1220903,9152,0.7840820550918579
1557943329.455195,9216,0.818066418170929
1557943519.8856583,9280,0.815136730670929
1557943710.3793585,9344,0.818066418170929
1557943900.9515996,9408,0.8140624761581421
1557944091.4384136,9472,0.8163086175918579
1557944282.0077703,9536,0.81591796875
1557944472.473297,9600,0.8251953125
1557944662.9845097,9664,0.82080078125
1557944853.5195944,9728,0.8246093988418579
1557945044.0465598,9792,0.825390636920929
1557945234.6361504,9856,0.8241211175918579
1557945425.1202765,9920,0.8177734613418579
1557945615.7594366,9984,0.82177734375
1557945806.1053104,10048,0.8154296875
1557945996.5920775,10112,0.82568359375
1557946187.018943,10176,0.8265625238418579
1557946377.631129,10240,0.8172851800918579
1557946568.2034204,10304,0.8153320550918579
1557946758.6058495,10368,0.80712890625
1557946949.0302474,10432,0.781054675579071
1557947139.445945,10496,0.770800769329071
1557947329.8204663,10560,0.7535156011581421
1557947520.3280122,10624,0.5537109375
1557947710.956476,10688,0.7481445074081421
1557947901.4450455,10752,0.765429675579071
1557948092.0127468,10816,0.769238293170929
1557948282.6921594,10880,0.757128894329071
1557948473.1301672,10944,0.80810546875
1557948663.4927812,11008,0.825488269329071
1557948853.9282534,11072,0.8368164300918579
1557949044.4062629,11136,0.834179699420929
1557949234.879836,11200,0.8052734136581421
1557949425.4310026,11264,0.811328113079071
1557949616.0230896,11328,0.8296874761581421
1557949806.383108,11392,0.8304687738418579
1557949996.9348645,11456,0.825390636920929
1557950187.4780507,11520,0.8250976800918579
1557950378.047929,11584,0.8287109136581421
1557950568.5328555,11648,0.8232421875
1557950758.9749954,11712,0.8291015625
1557950949.2733858,11776,0.813281238079071
1557951139.6366158,11840,0.82275390625
1557951330.1780088,11904,0.7744140625
1557951520.7640173,11968,0.82763671875
1557951711.2469773,12032,0.827929675579071
1557951901.6122112,12096,0.827832043170929
1557952092.147371,12160,0.8282226324081421
1557952282.79137,12224,0.80322265625
1557952473.2783787,12288,0.7997070550918579
1557952663.6003716,12352,0.8031250238418579
